university_id,international students rank,international students score
1,405.0,32.6
2,177.0,74.0
3,601.0,12.4
4,601.0,12.4
5,601.0,5.1
6,383.0,36.0
7,492.0,23.7
8,34.0,99.6
9,553.0,19.5
10,601.0,11.3
11,601.0,5.1
12,601.0,1.3
13,601.0,9.7
14,551.0,19.6
15,601.0,1.7
16,366.0,38.2
17,601.0,7.4
18,601.0,14.3
19,590.0,16.5
20,601.0,2.6
21,60.0,98.1
22,2.0,100.0
23,601.0,1.6
24,530.0,20.9
25,601.0,2.4
26,601.0,5.9
27,72.0,97.1
28,278.0,52.4
29,,
30,270.0,53.2
31,601.0,1.4
32,559.0,18.5
33,176.0,74.1
34,407.0,32.4
35,601.0,10.6
36,601.0,7.6
37,350.0,40.1
38,335.0,42.0
39,601.0,1.4
40,542.0,20.4
41,601.0,3.6
42,601.0,1.7
43,486.0,24.1
44,601.0,6.4
45,,
46,404.0,32.9
47,601.0,3.1
48,601.0,1.6
49,359.0,38.9
50,212.0,64.8
51,601.0,4.0
52,26.0,99.9
53,333.0,42.6
54,532.0,20.8
55,601.0,2.5
56,601.0,1.4
57,601.0,11.8
58,200.0,68.6
59,592.0,16.5
60,601.0,6.3
61,601.0,4.9
62,601.0,5.6
63,601.0,11.6
64,154.0,80.3
65,251.0,56.6
66,601.0,3.3
67,601.0,1.6
68,210.0,65.6
69,601.0,7.3
70,18.0,100.0
71,601.0,8.6
72,252.0,56.3
73,601.0,1.4
74,601.0,4.1
75,275.0,52.7
76,126.0,87.7
77,66.0,97.4
78,536.0,20.5
79,601.0,3.1
80,518.0,21.8
81,601.0,11.0
82,601.0,1.5
83,211.0,65.4
84,161.0,78.5
85,54.0,98.4
86,484.0,24.3
87,516.0,22.2
88,187.0,70.8
89,601.0,1.2
90,379.0,36.3
91,601.0,1.5
92,159.0,78.5
93,601.0,9.9
94,601.0,4.9
95,109.0,89.9
96,556.0,19.1
97,601.0,10.9
98,19.0,100.0
99,467.0,25.8
100,601.0,1.8
101,,
102,601.0,3.6
103,503.0,23.1
104,21.0,100.0
105,438.0,28.5
106,440.0,28.4
107,601.0,5.9
108,601.0,1.7
109,601.0,2.0
110,601.0,5.1
111,601.0,1.9
112,493.0,23.7
113,601.0,2.0
114,601.0,3.6
115,601.0,11.0
116,,
117,601.0,3.8
118,601.0,2.1
119,601.0,2.4
120,281.0,51.9
121,601.0,1.6
122,601.0,2.2
123,163.0,78.3
124,544.0,20.2
125,107.0,90.1
126,167.0,76.4
127,148.0,81.7
128,23.0,100.0
129,601.0,10.3
130,601.0,8.4
131,27.0,99.9
132,601.0,1.7
133,327.0,43.3
134,601.0,1.1
135,601.0,1.3
136,523.0,21.3
137,132.0,86.2
138,601.0,1.7
139,601.0,3.0
140,601.0,2.3
141,601.0,3.6
142,354.0,39.2
143,331.0,43.0
144,601.0,15.4
145,601.0,13.6
146,601.0,4.6
147,100.0,92.6
148,328.0,43.1
149,601.0,5.5
150,32.0,99.7
151,601.0,11.2
152,127.0,87.6
153,531.0,20.9
154,406.0,32.5
155,166.0,76.5
156,601.0,7.3
157,294.0,49.2
158,601.0,2.9
159,29.0,99.8
160,601.0,6.7
161,190.0,70.5
162,601.0,12.8
163,601.0,1.8
164,601.0,7.4
165,601.0,3.5
166,207.0,67.2
167,562.0,18.2
168,601.0,2.7
169,601.0,4.4
170,601.0,3.0
171,400.0,33.2
172,554.0,19.4
173,,
174,601.0,1.0
175,601.0,2.4
176,508.0,22.7
177,151.0,81.3
178,345.0,41.1
179,600.0,16.0
180,601.0,3.4
181,601.0,1.6
182,601.0,2.1
183,597.0,16.2
184,434.0,29.1
185,569.0,17.9
186,601.0,2.9
187,284.0,51.4
188,601.0,7.3
189,95.0,93.9
190,470.0,25.2
191,601.0,2.4
192,463.0,26.0
193,601.0,10.3
194,227.0,61.1
195,601.0,1.6
196,5.0,100.0
197,230.0,60.4
198,601.0,4.2
199,601.0,1.7
200,601.0,2.0
201,145.0,82.9
202,10.0,100.0
203,601.0,3.1
204,568.0,17.9
205,375.0,37.1
206,601.0,1.1
207,481.0,24.5
208,386.0,35.6
209,426.0,30.5
210,241.0,57.9
211,339.0,41.7
212,235.0,59.7
213,601.0,12.5
214,601.0,2.2
215,595.0,16.3
216,601.0,1.8
217,601.0,1.8
218,601.0,10.9
219,373.0,37.2
220,272.0,53.0
221,601.0,8.3
222,601.0,1.1
223,128.0,87.0
224,601.0,11.2
225,601.0,2.5
226,306.0,46.6
227,13.0,100.0
228,323.0,44.1
229,413.0,31.7
230,601.0,1.9
231,601.0,1.6
232,601.0,2.8
233,101.0,91.8
234,601.0,7.6
235,224.0,61.9
236,511.0,22.3
237,,
238,433.0,29.3
239,601.0,5.3
240,262.0,55.2
241,130.0,86.7
242,601.0,5.0
243,601.0,9.3
244,502.0,23.1
245,47.0,98.9
246,601.0,3.4
247,14.0,100.0
248,601.0,10.8
249,209.0,66.1
250,444.0,27.6
251,601.0,4.3
252,601.0,3.2
253,601.0,5.4
254,77.0,95.6
255,601.0,7.1
256,408.0,32.4
257,601.0,8.9
258,601.0,5.3
259,196.0,70.1
260,351.0,40.1
261,515.0,22.2
262,601.0,2.3
263,601.0,2.9
264,601.0,7.4
265,601.0,15.7
266,289.0,49.9
267,601.0,4.5
268,79.0,95.3
269,129.0,86.8
270,45.0,99.1
271,601.0,2.2
272,601.0,9.0
273,217.0,63.3
274,601.0,4.3
275,601.0,9.1
276,263.0,54.9
277,11.0,100.0
278,447.0,27.2
279,601.0,4.5
280,601.0,2.6
281,601.0,1.3
282,601.0,5.2
283,601.0,1.7
284,601.0,14.9
285,365.0,38.5
286,601.0,1.6
287,254.0,56.1
288,601.0,13.1
289,601.0,5.9
290,601.0,4.9
291,300.0,47.4
292,601.0,4.6
293,601.0,4.6
294,601.0,2.0
295,64.0,97.7
296,601.0,7.6
297,286.0,50.8
298,571.0,17.8
299,459.0,26.4
300,283.0,51.5
301,298.0,47.9
302,271.0,53.1
303,601.0,3.4
304,601.0,7.0
305,601.0,3.2
306,601.0,3.5
307,585.0,16.7
308,601.0,6.5
309,416.0,31.6
310,561.0,18.3
311,601.0,1.8
312,97.0,93.6
313,25.0,99.9
314,175.0,74.2
315,601.0,1.5
316,601.0,1.1
317,220.0,63.1
318,580.0,17.2
319,601.0,1.2
320,380.0,36.2
321,295.0,48.9
322,496.0,23.5
323,601.0,3.4
324,601.0,2.1
325,410.0,32.2
326,86.0,94.9
327,601.0,1.2
328,601.0,1.6
329,601.0,14.1
330,601.0,2.4
331,231.0,60.4
332,601.0,3.6
333,601.0,9.1
334,473.0,25.0
335,601.0,1.3
336,136.0,85.6
337,197.0,69.8
338,601.0,9.3
339,49.0,98.8
340,591.0,16.5
341,342.0,41.4
342,601.0,3.9
343,601.0,11.6
344,545.0,20.2
345,601.0,6.0
346,601.0,8.5
347,560.0,18.4
348,601.0,1.4
349,601.0,3.8
350,601.0,2.6
351,601.0,3.6
352,598.0,16.2
353,601.0,5.6
354,601.0,4.9
355,453.0,26.7
356,238.0,58.7
357,601.0,1.7
358,287.0,50.6
359,134.0,85.9
360,318.0,45.0
361,257.0,55.5
362,601.0,1.4
363,424.0,30.9
364,601.0,7.3
365,601.0,1.3
366,601.0,7.2
367,528.0,21.1
368,311.0,46.1
369,601.0,10.0
370,394.0,33.8
371,44.0,99.1
372,601.0,13.1
373,601.0,7.8
374,601.0,3.1
375,601.0,5.9
376,601.0,2.0
377,363.0,38.7
378,601.0,3.1
379,601.0,4.8
380,65.0,97.5
381,248.0,57.0
382,601.0,11.0
383,186.0,71.1
384,601.0,12.3
385,304.0,46.9
386,601.0,3.0
387,601.0,12.6
388,601.0,4.0
389,439.0,28.4
390,601.0,7.3
391,601.0,2.9
392,601.0,2.0
393,601.0,13.6
394,419.0,31.3
395,204.0,67.9
396,601.0,3.7
397,357.0,39.1
398,479.0,24.5
399,601.0,2.4
400,412.0,31.9
401,362.0,38.8
402,30.0,99.8
403,601.0,5.0
404,601.0,12.8
405,601.0,1.6
406,601.0,3.0
407,601.0,11.0
408,601.0,3.4
409,461.0,26.3
410,601.0,5.0
411,601.0,3.3
412,601.0,1.6
413,577.0,17.2
414,454.0,26.6
415,234.0,59.9
416,601.0,15.0
417,601.0,5.8
418,509.0,22.6
419,601.0,2.0
420,601.0,1.7
421,93.0,94.2
422,113.0,89.4
423,570.0,17.8
424,601.0,3.5
425,601.0,2.4
426,118.0,89.1
427,601.0,11.1
428,601.0,7.3
429,485.0,24.2
430,340.0,41.6
431,494.0,23.6
432,601.0,3.0
433,315.0,45.8
434,94.0,94.2
435,601.0,14.9
436,601.0,4.5
437,601.0,8.9
438,601.0,11.2
439,89.0,94.6
440,601.0,1.1
441,601.0,2.1
442,601.0,6.3
443,,
444,555.0,19.2
445,601.0,10.2
446,158.0,78.5
447,601.0,13.2
448,601.0,9.1
449,601.0,3.0
450,259.0,55.3
451,495.0,23.6
452,277.0,52.4
453,443.0,28.2
454,601.0,2.9
455,266.0,54.2
456,601.0,1.5
457,601.0,3.5
458,601.0,7.7
459,215.0,64.1
460,401.0,33.0
461,432.0,29.3
462,390.0,34.9
463,601.0,1.2
464,378.0,36.6
465,206.0,67.7
466,78.0,95.3
467,322.0,44.1
468,,
469,125.0,87.7
470,,
471,314.0,46.0
472,399.0,33.3
473,601.0,11.0
474,70.0,97.1
475,601.0,13.9
476,601.0,1.9
477,601.0,1.3
478,601.0,14.1
479,15.0,100.0
480,601.0,11.1
481,370.0,37.5
482,178.0,73.6
483,451.0,26.8
484,601.0,1.2
485,601.0,1.7
486,601.0,3.5
487,468.0,25.8
488,446.0,27.4
489,601.0,1.6
490,601.0,5.1
491,420.0,31.2
492,76.0,96.2
493,358.0,39.0
494,601.0,5.9
495,601.0,2.9
496,601.0,5.2
497,63.0,97.9
498,364.0,38.5
499,601.0,2.2
500,487.0,24.1
501,491.0,23.8
502,223.0,62.7
503,601.0,10.7
504,601.0,5.0
505,139.0,85.1
506,8.0,100.0
507,455.0,26.6
508,601.0,1.0
509,601.0,10.4
510,601.0,9.2
511,50.0,98.7
512,40.0,99.2
513,112.0,89.5
514,601.0,3.2
515,111.0,89.7
516,601.0,9.5
517,601.0,3.0
518,601.0,3.5
519,601.0,6.2
520,152.0,81.3
521,320.0,44.6
522,489.0,24.0
523,465.0,25.9
524,601.0,9.1
525,264.0,54.7
526,80.0,95.2
527,601.0,11.7
528,274.0,52.8
529,526.0,21.2
530,601.0,1.5
531,601.0,1.1
532,288.0,50.0
533,601.0,1.7
534,601.0,3.8
535,35.0,99.6
536,534.0,20.7
537,153.0,81.2
538,601.0,4.0
539,214.0,64.3
540,601.0,3.5
541,601.0,4.3
542,601.0,1.1
543,601.0,2.0
544,302.0,47.1
545,601.0,5.7
546,269.0,53.7
547,55.0,98.4
548,601.0,1.1
549,198.0,69.6
550,601.0,5.0
551,601.0,1.5
552,601.0,7.5
553,547.0,20.0
554,239.0,58.1
555,371.0,37.3
556,599.0,16.0
557,108.0,90.0
558,53.0,98.4
559,576.0,17.2
560,601.0,3.0
561,155.0,79.4
562,305.0,46.8
563,601.0,7.3
564,529.0,21.0
565,601.0,2.2
566,601.0,2.9
567,124.0,87.8
568,499.0,23.2
569,601.0,1.6
570,482.0,24.4
571,168.0,76.3
572,506.0,22.8
573,347.0,40.6
574,253.0,56.3
575,1.0,100.0
576,458.0,26.5
577,349.0,40.3
578,601.0,11.2
579,450.0,26.9
580,601.0,14.3
581,601.0,6.8
582,601.0,8.3
583,601.0,1.4
584,601.0,11.8
585,225.0,61.8
586,,
587,601.0,10.8
588,165.0,76.6
589,601.0,3.3
590,601.0,1.9
591,601.0,3.7
592,601.0,9.8
593,601.0,8.6
594,488.0,24.0
595,52.0,98.5
596,218.0,63.2
597,601.0,3.9
598,527.0,21.1
599,543.0,20.3
600,601.0,2.3
601,601.0,2.4
602,244.0,57.5
603,279.0,52.0
604,141.0,83.8
605,601.0,9.7
606,601.0,1.4
607,601.0,1.3
608,381.0,36.1
609,601.0,11.2
610,267.0,54.2
611,202.0,68.3
612,601.0,6.0
613,24.0,100.0
614,601.0,3.0
615,205.0,67.8
616,601.0,5.1
617,261.0,55.3
618,142.0,83.8
619,601.0,13.9
620,474.0,25.0
621,353.0,39.3
622,601.0,7.6
623,601.0,12.4
624,308.0,46.5
625,119.0,89.0
626,285.0,51.2
627,140.0,84.9
628,73.0,96.9
629,601.0,2.1
630,403.0,33.0
631,601.0,6.9
632,418.0,31.4
633,392.0,33.9
634,144.0,83.6
635,550.0,19.9
636,395.0,33.8
637,,
638,90.0,94.6
639,385.0,35.7
640,330.0,43.1
641,88.0,94.8
642,581.0,17.0
643,601.0,6.2
644,574.0,17.4
645,601.0,5.0
646,601.0,1.8
647,301.0,47.3
648,517.0,21.9
649,336.0,42.0
650,213.0,64.6
651,601.0,2.3
652,324.0,44.0
653,384.0,35.9
654,601.0,2.3
655,98.0,93.6
656,601.0,5.2
657,58.0,98.2
658,601.0,9.0
659,601.0,9.4
660,601.0,3.2
661,601.0,6.5
662,7.0,100.0
663,319.0,44.7
664,37.0,99.5
665,601.0,15.7
666,601.0,2.2
667,51.0,98.7
668,232.0,60.3
669,425.0,30.5
670,221.0,63.0
671,282.0,51.6
672,601.0,4.3
673,601.0,1.3
674,56.0,98.2
675,601.0,5.4
676,397.0,33.6
677,601.0,5.7
678,557.0,19.1
679,601.0,3.0
680,299.0,47.9
681,565.0,17.9
682,601.0,14.2
683,501.0,23.2
684,33.0,99.7
685,601.0,4.9
686,601.0,4.7
687,601.0,1.8
688,575.0,17.4
689,427.0,30.2
690,538.0,20.5
691,297.0,48.2
692,505.0,22.8
693,564.0,18.1
694,572.0,17.8
695,601.0,1.0
696,601.0,7.9
697,601.0,1.9
698,393.0,33.9
699,476.0,24.9
700,601.0,1.7
701,601.0,1.5
702,116.0,89.2
703,135.0,85.8
704,193.0,70.4
705,601.0,1.2
706,507.0,22.7
707,293.0,49.4
708,74.0,96.6
709,601.0,7.3
710,59.0,98.2
711,601.0,9.8
712,601.0,5.2
713,99.0,93.2
714,601.0,3.3
715,601.0,10.1
716,480.0,24.5
717,601.0,1.9
718,601.0,6.8
719,601.0,1.1
720,601.0,14.2
721,601.0,4.7
722,601.0,8.2
723,38.0,99.4
724,601.0,8.9
725,68.0,97.3
726,601.0,2.0
727,601.0,3.4
728,601.0,2.3
729,601.0,3.5
730,601.0,7.6
731,12.0,100.0
732,601.0,13.9
733,601.0,13.2
734,601.0,8.1
735,170.0,75.8
736,43.0,99.1
737,212.0,64.9
738,539.0,20.5
739,199.0,69.2
740,601.0,2.5
741,222.0,62.7
742,601.0,14.6
743,601.0,6.2
744,601.0,6.1
745,367.0,38.1
746,520.0,21.6
747,344.0,41.2
748,601.0,10.1
749,601.0,10.8
750,106.0,91.2
751,452.0,26.7
752,601.0,7.0
753,578.0,17.2
754,546.0,20.1
755,522.0,21.4
756,601.0,6.0
757,601.0,5.3
758,601.0,2.4
759,601.0,15.4
760,150.0,81.4
761,372.0,37.2
762,601.0,8.8
763,48.0,98.9
764,601.0,2.1
765,341.0,41.5
766,601.0,2.5
767,195.0,70.3
768,514.0,22.2
769,601.0,1.3
770,601.0,1.7
771,601.0,3.6
772,601.0,6.7
773,246.0,57.4
774,601.0,1.6
775,17.0,100.0
776,601.0,4.5
777,115.0,89.4
778,601.0,4.0
779,601.0,10.5
780,83.0,95.0
781,71.0,97.1
782,582.0,17.0
783,601.0,8.4
784,601.0,6.6
785,601.0,3.2
786,601.0,2.0
787,601.0,2.0
788,584.0,16.8
789,601.0,9.7
790,601.0,8.9
791,601.0,14.5
792,601.0,2.0
793,601.0,1.4
794,92.0,94.3
795,601.0,2.3
796,601.0,10.1
797,601.0,15.4
798,601.0,9.4
799,601.0,2.7
800,601.0,1.8
801,20.0,100.0
802,464.0,25.9
803,460.0,26.4
804,185.0,72.4
805,601.0,9.8
806,601.0,5.9
807,563.0,18.2
808,601.0,4.9
809,188.0,70.8
810,601.0,2.4
811,601.0,1.2
812,525.0,21.2
813,601.0,6.4
814,307.0,46.5
815,559.0,18.6
816,601.0,4.0
817,258.0,55.5
818,96.0,93.8
819,334.0,42.5
820,601.0,1.8
821,216.0,64.1
822,466.0,25.8
823,226.0,61.7
824,329.0,43.1
825,374.0,37.1
826,601.0,10.5
827,601.0,4.0
828,429.0,30.1
829,149.0,81.5
830,388.0,35.1
831,601.0,2.4
832,273.0,52.9
833,245.0,57.4
834,203.0,68.3
835,601.0,1.2
836,601.0,1.9
837,601.0,5.7
838,601.0,4.6
839,601.0,4.7
840,593.0,16.5
841,82.0,95.2
842,31.0,99.8
843,601.0,12.0
844,601.0,12.5
845,310.0,46.2
846,172.0,74.9
847,243.0,57.6
848,431.0,29.7
849,348.0,40.5
850,601.0,1.6
851,4.0,100.0
852,91.0,94.3
853,601.0,4.4
854,601.0,1.1
855,601.0,7.3
856,601.0,1.4
857,601.0,11.2
858,601.0,3.0
859,601.0,6.1
860,117.0,89.2
861,601.0,3.4
862,228.0,61.1
863,601.0,14.8
864,477.0,24.8
865,312.0,46.1
866,601.0,5.4
867,586.0,16.7
868,445.0,27.5
869,85.0,94.9
870,475.0,24.9
871,601.0,4.9
872,423.0,31.1
873,169.0,76.0
874,240.0,58.1
875,601.0,1.6
876,541.0,20.4
877,594.0,16.4
878,184.0,72.4
879,156.0,79.0
880,513.0,22.2
881,62.0,97.9
882,601.0,9.0
883,601.0,1.4
884,601.0,13.9
885,601.0,2.1
886,247.0,57.1
887,84.0,94.9
888,276.0,52.4
889,601.0,1.1
890,601.0,5.1
891,601.0,6.8
892,601.0,6.1
893,601.0,2.5
894,601.0,1.6
895,428.0,30.1
896,601.0,2.3
897,601.0,1.9
898,601.0,2.4
899,171.0,75.6
900,601.0,5.2
901,,
902,601.0,10.8
903,601.0,3.5
904,462.0,26.3
905,377.0,37.0
906,382.0,36.1
907,442.0,28.3
908,411.0,32.1
909,87.0,94.9
910,201.0,68.3
911,457.0,26.5
912,601.0,5.9
913,601.0,1.5
914,601.0,6.3
915,,
916,601.0,1.7
917,421.0,31.2
918,524.0,21.2
919,75.0,96.3
920,601.0,10.3
921,601.0,9.7
922,290.0,49.6
923,601.0,1.1
924,164.0,76.8
925,601.0,2.2
926,601.0,1.2
927,456.0,26.6
928,430.0,30.0
929,601.0,1.7
930,601.0,13.1
931,181.0,72.9
932,601.0,6.9
933,160.0,78.5
934,368.0,38.0
935,601.0,3.1
936,265.0,54.6
937,120.0,88.5
938,601.0,1.8
939,360.0,38.9
940,157.0,79.0
941,601.0,6.1
942,601.0,7.9
943,601.0,7.4
944,601.0,7.6
945,601.0,10.8
946,180.0,73.2
947,601.0,2.3
948,313.0,46.0
949,601.0,3.9
950,292.0,49.5
951,179.0,73.6
952,601.0,10.0
953,103.0,91.5
954,601.0,10.5
955,601.0,4.4
956,601.0,2.9
957,601.0,15.4
958,191.0,70.5
959,601.0,5.2
960,601.0,3.9
961,42.0,99.2
962,601.0,1.2
963,3.0,100.0
964,601.0,7.1
965,478.0,24.7
966,601.0,4.5
967,601.0,8.5
968,601.0,2.3
969,325.0,44.0
970,396.0,33.7
971,601.0,4.9
972,46.0,99.0
973,391.0,34.0
974,219.0,63.1
975,567.0,17.9
976,601.0,6.0
977,174.0,74.2
978,173.0,74.9
979,601.0,4.5
980,422.0,31.2
981,,
982,131.0,86.3
983,105.0,91.4
984,601.0,3.1
985,81.0,95.2
986,601.0,1.6
987,601.0,4.0
988,601.0,1.5
989,601.0,5.6
990,28.0,99.9
991,601.0,3.2
992,601.0,1.2
993,36.0,99.5
994,601.0,1.4
995,601.0,6.1
996,601.0,1.1
997,601.0,4.3
998,601.0,3.4
999,548.0,20.0
1000,601.0,1.8
1001,601.0,2.3
1002,601.0,9.5
1003,601.0,2.0
1004,417.0,31.6
1005,296.0,48.8
1006,449.0,27.0
1007,601.0,4.2
1008,601.0,4.3
1009,110.0,89.8
1010,498.0,23.3
1011,490.0,23.9
1012,389.0,35.0
1013,337.0,41.9
1014,587.0,16.6
1015,601.0,2.2
1016,69.0,97.3
1017,596.0,16.2
1018,601.0,13.2
1019,233.0,60.0
1020,,
1021,601.0,1.7
1022,601.0,8.6
1023,601.0,1.4
1024,9.0,100.0
1025,601.0,7.8
1026,601.0,3.4
1027,601.0,15.8
1028,309.0,46.5
1029,601.0,9.5
1030,601.0,7.5
1031,601.0,7.8
1032,601.0,4.2
1033,601.0,5.1
1034,138.0,85.1
1035,601.0,3.4
1036,521.0,21.4
1037,601.0,3.8
1038,415.0,31.6
1039,601.0,1.6
1040,483.0,24.4
1041,601.0,1.1
1042,268.0,54.0
1043,236.0,59.4
1044,601.0,4.8
1045,601.0,1.4
1046,573.0,17.6
1047,552.0,19.5
1048,435.0,29.0
1049,441.0,28.4
1050,162.0,78.4
1051,601.0,6.8
1052,104.0,91.5
1053,601.0,3.2
1054,601.0,6.1
1055,601.0,10.0
1056,409.0,32.3
1057,102.0,91.7
1058,182.0,72.6
1059,558.0,18.9
1060,512.0,22.3
1061,601.0,11.0
1062,361.0,38.8
1063,601.0,15.1
1064,122.0,88.2
1065,601.0,10.7
1066,137.0,85.6
1067,601.0,1.9
1068,250.0,56.7
1069,57.0,98.2
1070,601.0,1.3
1071,355.0,39.2
1072,471.0,25.2
1073,469.0,25.3
1074,601.0,4.0
1075,67.0,97.4
1076,601.0,5.4
1077,588.0,16.6
1078,332.0,43.0
1079,601.0,15.6
1080,121.0,88.5
1081,601.0,6.8
1082,589.0,16.5
1083,601.0,3.9
1084,601.0,5.0
1085,601.0,5.6
1086,601.0,7.9
1087,535.0,20.6
1088,601.0,3.1
1089,39.0,99.3
1090,192.0,70.4
1091,601.0,7.8
1092,601.0,11.7
1093,601.0,6.4
1094,133.0,86.1
1095,601.0,4.2
1096,601.0,15.4
1097,601.0,2.7
1098,242.0,57.8
1099,316.0,45.5
1100,533.0,20.8
1101,601.0,3.0
1102,601.0,3.2
1103,398.0,33.3
1104,601.0,2.6
1105,601.0,3.5
1106,147.0,81.9
1107,356.0,39.2
1108,601.0,3.7
1109,601.0,10.2
1110,601.0,10.0
1111,352.0,39.5
1112,601.0,1.1
1113,601.0,9.8
1114,,
1115,540.0,20.4
1116,601.0,1.8
1117,601.0,2.4
1118,229.0,60.6
1119,601.0,11.7
1120,123.0,87.9
1121,601.0,1.2
1122,189.0,70.8
1123,601.0,6.4
1124,601.0,10.1
1125,601.0,1.4
1126,601.0,2.4
1127,255.0,55.9
1128,601.0,5.3
1129,537.0,20.5
1130,249.0,57.0
1131,146.0,82.8
1132,143.0,83.6
1133,41.0,99.2
1134,,
1135,601.0,1.1
1136,208.0,67.0
1137,183.0,72.5
1138,601.0,14.8
1139,601.0,3.8
1140,436.0,28.9
1141,504.0,23.0
1142,601.0,2.7
1143,414.0,31.7
1144,601.0,5.0
1145,601.0,6.6
1146,601.0,4.0
1147,601.0,2.3
