university_id,citations per faculty rank,citations per faculty score
1,162,67.7
2,270,48.6
3,436,29.4
4,468,26.4
5,382,36.3
6,548,20.8
7,601,2.4
8,149,70.1
9,601,2.2
10,601,4.8
11,521,22.4
12,601,2.5
13,251,51.2
14,591,17.4
15,601,1.8
16,601,1.4
17,601,3.4
18,601,10.9
19,601,1.9
20,47,94.5
21,284,46.9
22,601,2.3
23,601,3.2
24,601,4.4
25,152,68.9
26,496,24.5
27,103,82.2
28,329,42.5
29,601,1.3
30,455,27.6
31,601,3.4
32,36,96.4
33,172,65.8
34,601,3.6
35,601,11.6
36,601,14.7
37,601,4.5
38,601,2.0
39,601,1.8
40,279,47.7
41,601,10.0
42,601,9.0
43,304,44.5
44,536,21.2
45,601,3.7
46,601,7.2
47,601,4.1
48,601,3.5
49,601,10.4
50,153,68.7
51,204,59.3
52,25,98.1
53,355,39.4
54,196,61.0
55,601,1.5
56,328,42.5
57,601,9.9
58,221,55.6
59,156,68.3
60,601,7.6
61,601,5.2
62,601,4.7
63,89,85.5
64,509,23.6
65,601,6.5
66,601,1.3
67,601,1.3
68,601,8.5
69,601,14.0
70,601,1.3
71,601,1.0
72,334,41.9
73,601,3.8
74,601,3.8
75,601,1.8
76,229,55.0
77,374,37.3
78,601,1.1
79,180,64.0
80,331,42.2
81,601,6.3
82,66,89.7
83,601,9.2
84,504,23.8
85,219,56.7
86,137,71.7
87,102,82.4
88,106,81.4
89,114,79.0
90,31,97.1
91,120,76.8
92,275,48.2
93,541,21.0
94,601,9.8
95,601,14.1
96,601,2.3
97,601,3.2
98,62,90.8
99,601,6.6
100,460,27.2
101,601,1.4
102,601,1.7
103,576,18.7
104,601,16.4
105,128,73.3
106,572,19.2
107,601,2.2
108,601,1.7
109,601,8.6
110,475,26.0
111,601,16.0
112,601,8.9
113,601,2.3
114,601,8.9
115,601,11.2
116,601,1.8
117,601,1.9
118,601,1.9
119,218,56.9
120,601,13.3
121,601,1.1
122,601,1.6
123,409,33.4
124,601,5.3
125,342,41.4
126,74,88.0
127,138,71.7
128,601,7.2
129,263,49.7
130,601,10.8
131,308,44.3
132,601,1.8
133,177,65.1
134,601,2.4
135,601,2.9
136,601,13.7
137,330,42.2
138,176,65.2
139,26,98.0
140,601,2.3
141,601,3.3
142,262,49.7
143,601,1.3
144,33,96.8
145,245,52.5
146,514,22.8
147,500,24.3
148,216,57.7
149,601,1.5
150,209,58.9
151,601,5.7
152,195,61.6
153,601,9.8
154,81,86.7
155,214,58.2
156,568,19.4
157,601,10.7
158,601,1.5
159,601,6.6
160,335,41.9
161,96,84.1
162,356,39.2
163,601,8.9
164,539,21.1
165,52,93.2
166,501,24.2
167,601,4.8
168,601,3.5
169,601,9.6
170,601,3.9
171,469,26.4
172,601,3.0
173,601,1.2
174,601,1.9
175,601,7.6
176,499,24.4
177,151,68.9
178,601,1.5
179,580,18.1
180,601,1.9
181,601,2.7
182,220,55.8
183,601,2.2
184,414,32.8
185,601,7.3
186,601,1.5
187,411,33.2
188,575,18.7
189,601,5.7
190,318,43.1
191,601,9.0
192,408,33.7
193,519,22.6
194,601,5.9
195,601,1.0
196,93,84.6
197,314,43.4
198,601,1.2
199,601,6.6
200,601,15.9
201,224,55.3
202,84,86.5
203,601,3.9
204,601,1.3
205,601,14.9
206,601,2.4
207,601,1.5
208,601,10.8
209,80,86.7
210,601,15.7
211,601,1.5
212,248,51.9
213,477,26.0
214,601,6.7
215,581,18.0
216,601,2.3
217,601,3.0
218,601,7.8
219,30,97.2
220,297,45.5
221,601,10.0
222,601,1.6
223,565,19.5
224,598,17.0
225,601,4.9
226,601,2.7
227,56,92.1
228,448,28.4
229,302,44.6
230,601,1.2
231,601,6.1
232,601,5.4
233,53,92.9
234,601,13.6
235,601,10.7
236,208,58.9
237,601,1.9
238,601,15.1
239,144,70.5
240,239,53.5
241,43,95.7
242,178,64.3
243,601,3.1
244,601,3.5
245,452,28.1
246,601,2.3
247,601,7.7
248,515,22.8
249,17,99.3
250,601,7.7
251,155,68.7
252,601,12.6
253,601,16.1
254,440,28.9
255,157,67.9
256,601,2.0
257,147,70.3
258,601,1.2
259,2,100.0
260,601,11.5
261,601,12.9
262,601,1.7
263,407,33.7
264,522,22.3
265,338,41.7
266,601,3.0
267,601,6.6
268,230,55.0
269,601,15.0
270,601,9.7
271,601,1.3
272,601,7.6
273,601,13.7
274,601,5.6
275,379,36.8
276,601,12.3
277,601,7.9
278,601,15.7
279,601,1.8
280,601,3.9
281,601,9.2
282,601,7.7
283,601,2.0
284,601,15.9
285,34,96.7
286,601,2.5
287,255,50.7
288,557,20.2
289,292,46.0
290,254,50.8
291,250,51.4
292,550,20.6
293,601,1.0
294,563,19.8
295,55,92.3
296,6,100.0
297,404,33.9
298,601,8.5
299,523,22.3
300,458,27.3
301,601,3.4
302,497,24.4
303,132,72.2
304,601,2.7
305,38,96.3
306,601,5.3
307,597,17.0
308,601,13.2
309,227,55.1
310,241,53.0
311,92,85.2
312,601,6.3
313,19,98.9
314,583,17.9
315,601,2.5
316,599,17.0
317,399,34.4
318,601,15.8
319,601,1.3
320,168,65.9
321,340,41.5
322,60,91.5
323,601,2.3
324,107,80.9
325,305,44.5
326,376,37.1
327,601,1.1
328,601,3.1
329,459,27.3
330,464,27.0
331,32,96.9
332,526,22.1
333,601,5.4
334,418,32.2
335,601,2.7
336,601,5.3
337,249,51.5
338,124,76.2
339,16,99.3
340,601,11.4
341,54,92.7
342,601,1.2
343,90,85.5
344,601,3.8
345,601,5.7
346,35,96.5
347,531,21.7
348,601,8.1
349,601,4.0
350,601,15.9
351,601,5.4
352,601,8.4
353,559,20.1
354,601,9.4
355,87,85.9
356,601,13.5
357,601,2.6
358,141,70.9
359,94,84.4
360,596,17.0
361,601,9.3
362,601,1.1
363,150,70.0
364,601,1.4
365,601,4.4
366,601,10.0
367,601,2.6
368,601,4.7
369,601,14.5
370,601,15.1
371,8,100.0
372,601,12.7
373,545,20.9
374,411,33.3
375,601,2.5
376,601,1.7
377,601,2.1
378,69,89.0
379,601,12.7
380,192,61.9
381,145,70.5
382,601,2.0
383,601,1.8
384,57,92.0
385,479,25.9
386,601,1.3
387,601,10.3
388,601,2.8
389,601,2.9
390,385,36.2
391,601,8.3
392,601,6.1
393,453,27.6
394,494,24.9
395,601,1.9
396,601,1.7
397,601,3.3
398,585,17.8
399,601,4.1
400,601,1.4
401,252,51.1
402,28,97.6
403,299,45.1
404,601,13.5
405,601,1.2
406,601,2.4
407,601,6.8
408,601,1.1
409,24,98.1
410,601,1.0
411,601,8.8
412,601,6.6
413,291,46.1
414,175,65.3
415,202,59.7
416,372,37.5
417,160,67.8
418,601,2.6
419,601,1.3
420,601,4.3
421,199,60.2
422,276,47.8
423,105,81.4
424,601,4.7
425,601,1.1
426,158,67.9
427,516,22.7
428,601,6.1
429,525,22.2
430,136,71.7
431,558,20.2
432,601,1.5
433,601,3.3
434,238,53.5
435,551,20.6
436,601,1.7
437,601,8.2
438,601,5.9
439,109,80.5
440,601,5.0
441,463,27.0
442,485,25.2
443,125,75.4
444,601,2.8
445,246,52.3
446,601,15.6
447,601,6.8
448,498,24.4
449,601,1.7
450,535,21.3
451,210,58.9
452,424,30.9
453,306,44.5
454,601,5.1
455,86,86.3
456,601,2.5
457,601,1.1
458,272,48.5
459,601,1.5
460,601,7.4
461,277,47.8
462,190,62.5
463,601,1.3
464,601,10.7
465,133,72.0
466,601,6.8
467,116,78.2
468,601,1.2
469,4,100.0
470,601,3.5
471,67,89.4
472,483,25.6
473,503,23.9
474,601,1.1
475,601,1.7
476,601,4.7
477,601,3.8
478,21,98.5
479,185,63.1
480,287,46.6
481,68,89.3
482,601,6.1
483,426,30.4
484,601,1.9
485,181,63.9
486,601,12.5
487,601,4.0
488,601,4.6
489,213,58.3
490,449,28.4
491,601,5.1
492,601,16.3
493,601,2.3
494,447,28.5
495,601,4.7
496,601,2.0
497,394,34.7
498,368,37.8
499,601,6.7
500,139,71.4
501,601,2.9
502,123,76.4
503,193,61.8
504,601,13.9
505,312,43.6
506,283,47.2
507,562,20.0
508,601,2.7
509,601,14.2
510,39,96.1
511,242,52.9
512,518,22.6
513,205,59.1
514,233,54.3
515,383,36.3
516,601,16.1
517,348,40.6
518,317,43.2
519,261,49.8
520,182,63.8
521,601,9.1
522,601,4.4
523,601,4.3
524,601,8.7
525,346,41.1
526,63,90.4
527,547,20.8
528,462,27.1
529,601,9.1
530,601,1.3
531,601,3.8
532,260,50.1
533,601,3.6
534,601,12.5
535,354,39.6
536,601,1.0
537,417,32.3
538,601,5.3
539,601,4.0
540,601,4.5
541,439,29.0
542,601,1.4
543,601,2.9
544,601,16.0
545,421,31.5
546,232,54.9
547,282,47.2
548,601,1.3
549,49,94.1
550,601,2.5
551,601,5.4
552,601,9.9
553,467,26.4
554,71,88.7
555,601,8.7
556,601,3.9
557,295,45.9
558,91,85.4
559,601,2.3
560,601,1.9
561,336,41.8
562,601,13.0
563,601,2.8
564,601,5.4
565,601,1.3
566,601,4.3
567,601,5.3
568,164,66.9
569,601,2.6
570,112,79.6
571,135,71.9
572,601,2.4
573,534,21.5
574,256,50.6
575,315,43.3
576,231,55.0
577,489,25.1
578,111,79.9
579,495,24.7
580,533,21.5
581,303,44.5
582,601,4.7
583,601,1.1
584,601,12.0
585,118,77.0
586,601,1.3
587,351,39.8
588,143,70.8
589,601,1.7
590,601,2.1
591,601,4.1
592,601,14.3
593,601,1.8
594,601,14.9
595,64,90.0
596,3,100.0
597,121,76.4
598,465,26.9
599,281,47.3
600,601,3.1
601,601,1.1
602,601,15.7
603,538,21.1
604,101,82.5
605,601,1.8
606,601,1.8
607,601,2.7
608,601,1.3
609,527,22.1
610,601,1.4
611,446,28.6
612,601,11.1
613,584,17.9
614,601,1.1
615,110,80.3
616,587,17.7
617,10,99.9
618,393,34.8
619,381,36.5
620,601,9.2
621,493,24.9
622,369,37.8
623,171,65.8
624,266,49.5
625,601,9.4
626,601,1.9
627,79,86.8
628,100,82.7
629,508,23.6
630,434,29.5
631,553,20.6
632,473,26.2
633,601,2.6
634,225,55.3
635,280,47.4
636,184,63.3
637,601,2.5
638,378,36.9
639,273,48.2
640,601,4.8
641,601,6.6
642,438,29.3
643,601,12.6
644,601,1.9
645,601,3.1
646,1,100.0
647,169,65.8
648,140,71.1
649,194,61.7
650,428,30.1
651,14,99.6
652,601,7.1
653,361,38.5
654,166,66.0
655,327,42.5
656,326,42.5
657,18,99.2
658,601,9.3
659,445,28.7
660,601,6.4
661,511,23.4
662,593,17.3
663,478,25.9
664,601,4.0
665,339,41.7
666,601,1.1
667,601,9.7
668,601,5.1
669,601,15.6
670,72,88.4
671,601,15.0
672,601,11.5
673,601,2.6
674,601,9.8
675,278,47.8
676,601,1.5
677,601,5.7
678,601,15.4
679,564,19.7
680,601,3.6
681,430,30.0
682,544,20.9
683,396,34.6
684,46,94.5
685,532,21.6
686,191,62.4
687,601,11.7
688,552,20.6
689,601,6.3
690,601,1.4
691,601,3.5
692,294,46.0
693,502,24.1
694,601,10.3
695,601,2.2
696,601,3.7
697,601,1.5
698,392,34.9
699,601,14.3
700,601,1.1
701,601,5.9
702,20,98.6
703,211,58.9
704,601,14.9
705,601,5.3
706,234,54.2
707,601,6.1
708,203,59.6
709,601,2.4
710,601,8.0
711,601,5.7
712,601,2.5
713,601,1.8
714,601,15.4
715,529,22.0
716,362,38.5
717,481,25.8
718,222,55.6
719,601,2.5
720,601,1.1
721,461,27.2
722,601,4.3
723,186,63.1
724,601,5.9
725,127,74.0
726,601,12.6
727,570,19.3
728,601,4.6
729,601,2.9
730,601,1.2
731,119,77.0
732,601,9.0
733,601,3.1
734,73,88.1
735,371,37.7
736,358,39.1
737,601,3.1
738,601,10.9
739,601,2.7
740,601,4.1
741,505,23.8
742,373,37.4
743,349,40.5
744,601,6.8
745,154,68.7
746,274,48.2
747,364,38.2
748,366,38.0
749,429,30.0
750,482,25.8
751,122,76.4
752,601,8.3
753,601,16.2
754,601,1.9
755,601,10.8
756,574,19.0
757,582,18.0
758,601,3.4
759,288,46.5
760,237,53.9
761,601,4.4
762,601,7.2
763,131,72.6
764,601,2.2
765,472,26.3
766,480,25.8
767,601,6.3
768,601,10.7
769,601,1.5
770,601,9.0
771,491,25.0
772,117,77.9
773,601,13.0
774,228,55.1
775,113,79.3
776,601,4.5
777,159,67.8
778,600,16.8
779,601,3.3
780,167,66.0
781,97,84.0
782,212,58.8
783,601,1.3
784,549,20.8
785,601,1.2
786,601,1.3
787,601,5.5
788,389,35.2
789,601,3.6
790,601,2.2
791,601,4.4
792,601,1.2
793,556,20.4
794,235,54.1
795,601,2.0
796,601,9.3
797,601,8.0
798,601,3.2
799,601,1.4
800,601,1.1
801,198,60.5
802,476,26.0
803,88,85.8
804,165,66.8
805,601,7.4
806,285,46.6
807,375,37.2
808,601,13.9
809,395,34.7
810,601,7.4
811,601,1.5
812,589,17.6
813,13,99.7
814,442,28.9
815,601,4.5
816,601,8.0
817,451,28.1
818,601,6.3
819,601,9.0
820,601,1.4
821,44,95.5
822,601,16.4
823,197,61.0
824,217,57.3
825,75,87.5
826,487,25.1
827,601,15.6
828,353,39.7
829,524,22.3
830,601,2.9
831,601,4.8
832,601,3.4
833,345,41.2
834,341,41.4
835,601,2.8
836,601,1.3
837,601,3.6
838,387,35.7
839,542,20.9
840,401,34.2
841,126,74.6
842,601,12.8
843,27,97.7
844,470,26.4
845,170,65.8
846,200,59.9
847,601,7.3
848,601,7.6
849,236,54.0
850,601,2.9
851,601,1.7
852,265,49.6
853,601,2.1
854,601,1.7
855,601,2.9
856,601,2.4
857,601,6.9
858,601,6.2
859,601,2.8
860,601,11.8
861,601,6.4
862,601,14.7
863,601,12.6
864,601,16.6
865,179,64.1
866,601,5.2
867,601,7.1
868,333,41.9
869,406,33.7
870,601,4.4
871,601,1.6
872,99,82.8
873,320,43.0
874,142,70.9
875,601,3.9
876,363,38.4
877,601,1.7
878,104,81.6
879,332,42.1
880,380,36.6
881,267,49.4
882,601,6.7
883,601,4.9
884,293,46.0
885,420,31.9
886,601,2.5
887,601,2.6
888,601,8.4
889,601,4.4
890,601,1.3
891,601,12.2
892,567,19.5
893,601,7.2
894,240,53.4
895,601,9.4
896,601,2.2
897,357,39.2
898,601,3.6
899,129,73.3
900,601,9.6
901,310,44.1
902,601,16.5
903,601,1.9
904,601,4.1
905,300,44.8
906,601,2.0
907,601,6.3
908,601,8.6
909,313,43.5
910,301,44.6
911,601,3.4
912,601,5.8
913,410,33.3
914,601,1.2
915,601,4.4
916,601,1.2
917,215,57.9
918,601,7.6
919,601,9.6
920,601,5.4
921,601,4.6
922,95,84.2
923,543,20.9
924,601,2.8
925,601,8.6
926,601,1.6
927,601,11.5
928,601,1.0
929,586,17.8
930,492,25.0
931,29,97.3
932,540,21.0
933,437,29.3
934,296,45.5
935,601,2.5
936,601,2.1
937,601,3.7
938,601,5.5
939,309,44.3
940,601,3.8
941,98,83.5
942,601,4.3
943,601,1.1
944,601,13.6
945,390,35.2
946,344,41.2
947,601,2.0
948,415,32.6
949,601,5.1
950,601,4.9
951,491,25.0
952,316,43.3
953,174,65.7
954,601,9.1
955,601,3.6
956,134,71.9
957,61,90.9
958,435,29.4
959,601,1.8
960,601,15.6
961,601,3.3
962,601,3.2
963,601,2.6
964,471,26.4
965,307,44.3
966,413,33.1
967,347,41.1
968,601,1.6
969,22,98.3
970,264,49.6
971,337,41.7
972,601,16.4
973,433,29.5
974,189,62.5
975,601,9.9
976,601,2.6
977,484,25.3
978,601,3.0
979,601,15.6
980,454,27.6
981,601,1.9
982,601,3.2
983,5,100.0
984,601,2.0
985,173,65.8
986,601,1.2
987,517,22.7
988,601,2.0
989,108,80.7
990,45,95.0
991,601,1.3
992,601,2.1
993,188,62.6
994,601,1.2
995,601,7.2
996,85,86.4
997,601,9.8
998,601,12.9
999,601,9.1
1000,601,3.1
1001,359,38.7
1002,601,13.0
1003,507,23.6
1004,130,72.6
1005,360,38.6
1006,601,15.9
1007,512,23.2
1008,51,93.7
1009,244,52.5
1010,601,1.9
1011,343,41.3
1012,601,1.8
1013,321,43.0
1014,601,5.7
1015,601,1.4
1016,592,17.4
1017,601,13.5
1018,601,6.6
1019,490,25.0
1020,601,1.4
1021,388,35.3
1022,601,7.8
1023,601,5.3
1024,15,99.4
1025,243,52.7
1026,601,1.2
1027,226,55.2
1028,183,63.5
1029,425,30.5
1030,405,33.8
1031,601,5.2
1032,601,11.1
1033,601,5.8
1034,77,87.0
1035,560,20.1
1036,441,28.9
1037,601,11.3
1038,601,11.0
1039,601,3.6
1040,601,1.3
1041,601,9.5
1042,65,89.9
1043,601,4.7
1044,370,37.7
1045,41,95.8
1046,601,8.8
1047,601,8.8
1048,187,62.7
1049,601,9.4
1050,601,11.4
1051,377,37.1
1052,324,42.7
1053,601,14.5
1054,601,12.8
1055,601,7.1
1056,601,12.0
1057,76,87.3
1058,601,15.1
1059,466,26.8
1060,398,34.4
1061,601,2.3
1062,7,100.0
1063,206,59.1
1064,422,31.3
1065,601,14.7
1066,397,34.5
1067,601,1.8
1068,561,20.0
1069,148,70.1
1070,37,96.3
1071,201,59.9
1072,601,7.1
1073,311,43.8
1074,601,15.4
1075,601,10.6
1076,601,7.0
1077,601,2.0
1078,350,40.1
1079,161,67.8
1080,82,86.7
1081,601,4.0
1082,253,50.9
1083,601,14.3
1084,40,96.0
1085,506,23.7
1086,601,3.2
1087,601,5.5
1088,601,2.9
1089,207,59.0
1090,365,38.2
1091,601,1.2
1092,573,19.0
1093,247,51.9
1094,601,2.2
1095,601,7.2
1096,601,16.0
1097,23,98.3
1098,268,49.3
1099,146,70.4
1100,601,10.2
1101,601,14.3
1102,432,29.6
1103,59,91.5
1104,601,1.9
1105,601,2.1
1106,450,28.2
1107,601,1.8
1108,601,4.1
1109,601,7.8
1110,258,50.2
1111,601,1.6
1112,402,34.1
1113,601,6.4
1114,601,14.0
1115,601,5.5
1116,601,1.3
1117,601,10.3
1118,601,13.4
1119,601,6.6
1120,444,28.8
1121,601,1.8
1122,528,22.0
1123,12,99.9
1124,601,4.2
1125,601,3.6
1126,601,5.8
1127,579,18.3
1128,601,5.3
1129,403,33.9
1130,391,35.0
1131,83,86.6
1132,298,45.2
1133,257,50.6
1134,601,1.2
1135,223,55.4
1136,9,99.9
1137,601,5.0
1138,269,49.2
1139,601,1.1
1140,400,34.3
1141,443,28.8
1142,601,1.1
1143,588,17.6
1144,457,27.4
1145,474,26.1
1146,601,13.8
1147,590,17.5
